product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_name,review_title,product_link
"Butterfly Smart Mixer Grinder, 750W, 4 Jars (Grey)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,"₹3,199","₹4,999",36%,4,"20,869","Wattage: 750 W; Voltage: 220-240V, 50-60Hz ; Revolution: 18500|No of Jars: 4; Jar Size: 0.4,0.75,1 in Ltr; Jar Material: Stainless Steel jars and PC Juicer Jar; Body Material: ABS body; Cord Material: 180 CM; Blade Material: Stainless Steel; Speed Control: 3 speed with whip|Do not worry if you experience some burning smell when you run your mixer grinder for the 1st time .This is due to the motor varnish getting heated for the 1st time. The problem should not recur in subsequent uses. If it does, please contact Brand Service Centre|Read Manual Before Use.|LED light to indicate power ON status and Knob. Suitable for: Wet Grinding, Chutney Grinding, Grating, Mincing, Dry Grinding, Blending|Juicer Type: Centrifugal Juicer ; Non-slip Feet: Yes ; Auto Switch Off: Yes ; Locking System: No; Special rubber shoes for extra firm grip; Vacuum rubber shoes for firm grip|Automatic overload cut off facility","K Ramesh,MCS PAVAN KUMAR,Parthiban,parusuramireddy,B. Vinod Kumar Reddy,Amazon Customer,Revansidha k.,Leela Parvathi Paluri","5 star,LED light is not there.,Nice look,Better,Nice,Worthy product,Nice product,Noice very high improve that first priority",https://www.amazon.in/Butterfly-Smart-750-Watt-Mixer-Grinder/dp/B075JJ5NQC/ref=sr_1_135?qid=1672923597&s=kitchen&sr=1-135
"KENT Smart Multi Cooker Cum Kettle 1.2 Liter 800 Watts, Electric Cooker with Steamer & Boiler for Idlis, Instant Noodles, Momos, Eggs, & Steam Vegetables, Inner Stainless Steel & Cool Touch Outer Body",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,"₹1,599","₹2,900",45%,3.7,441,"KENT Multi-Cooker is a smart and efficient kitchen appliance for cooking, steaming, and boiling|Multi-cooking feature to make idlis, boil eggs, steam veggies or momos, or make masala tea|800W high-performance ensures instant results|Stainless steel inner pot and transparent glass lid|Cool-touch handle and auto shut-off feature offer safety and convenience|Features Swivel Power Base for added convenience|Ideal for nuclear families, bachelors, and travelers","manisha,Suryakant,Uttam Kumar Mishra,Raunak V.,Dheeraj Sharma,SYED JAFFER,Ashutosh Chawla,ekta arya","In one use there is a burning spot in level of cooker.,Great product but having some minor concerns,साथ मे इसके सहायक पॉट्स नही निकले है कृपया भिजबने का कस्ट करे इसके बिना इसका यूज़ नही हो पा रहा है,It is small and atractive,Expensive,Good one,It's no easy to use,Amazing product for baby and adults both",https://www.amazon.in/KENT-Electric-Steamer-Vegetables-Stainless/dp/B0B5KZ3C53/ref=sr_1_139?qid=1672923597&s=kitchen&sr=1-139
"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine for Kitchen with 2000 mAh Rechargeable Battery, 150 Watt Motor, 400 ML",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,"₹1,999","₹2,499",20%,4.1,"1,034","Blends Fast and Quick: Our personal blender is powered with a 150 Watt motor and fitted with 304 stainless steel blades so you can blend your shakes, smoothies, crush ice and anything else in seconds|Durable and Wireless: Built with a 2000 mAh rechargeable battery, our portable blender has a long battery life and can be charged by any device that has a USB port. Charging cable included|Lightweight and Portable: Blend anywhere at any time with our smoothie blender that can be easily stowed and used in places like your office and gym or while you're camping and traveling|Versatile and Multi-Purpose: Perfect for making anything from protein shakes to smoothies to milkshakes and even baby food - our rechargeable blender makes drink preparation effortless and fun|Hassle-Free Cleaning: With a cup that detaches easily, cleaning is a breeze with our USB blender - you can also just add water and soap to the blender and run it a few times to clean it thoroughly","MEWT,Amazon Customer,Pratibha Pal,Kishan Gopal,Animesh Rastogi,Kothapally N.,sandeep,Arpit khandelwal","Great for smoothies and shakes,Very good products,Very nice portable and easy to wash blender,Good product,Great build quality,Good,This  item made my day,Good product",https://www.amazon.in/InstaCuppa-Portable-Smoothie-Crushing-Rechargeable/dp/B09NTHQRW3/ref=sr_1_140?qid=1672923597&s=kitchen&sr=1-140
USHA EI 1602 1000 W Lightweight Dry Iron with Non-Stick Soleplate (Multi-colour),"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",₹616,"₹1,190",48%,4.1,"37,126","Lightweight for everyday ironing|Non-stick soleplate glides effortlessly over the fabric|Plastic body to protect from electric shocks|Thermal fuse for overheat cut-off protection, Spray - No|360⁰ swivel cord for easy operation|1.8 m long chord|Indicator lamp for thermostat function indication","Rohit Dudeja,Md Tauqeer Akram,Murukadas P S,Ghazanfer Munam,Richa,rajaram kahar,Anurag Pandey,Amazon Customer","Lightweight Dry Iron,Best Iron on cheap rate,Simple and good,Good Product in this price range. However, I recevied a bit damaged product at the handle.,Good,Amazing product,Hot11,Not happy with performance",https://www.amazon.in/Usha-EI-1602-1000-Watt-Lightweight/dp/B008YW3CYM/ref=sr_1_141?qid=1672923597&s=kitchen&sr=1-141
KENT 16044 Hand Blender Stainless Steel 400 W | Variable Speed Control | Easy to Clean and Store | Low Noise Operation,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,"₹1,499","₹2,100",29%,4.1,"6,355","KENT 400W Hand Blender is a handy yet powerful kitchen appliance to make kitchen chores easy|Its variable speed control helps adjust the speed easily according to specific recipe, thus hassle-free food preparations|The blender is an ideal choice for both hot and cold blending. Make anything such as shakes, soups, or smoothies|The durable and sharp stainless steel blades are rust-resistant and ensure perfect results every time|The desirable speed of this high-power 400W motor, make low noise operations|The detachable shaft makes the blender easy to clean and store","Pooja,Mahaaveer Refrigeration services pvt. Ltd.,Digvijay singh,Varun,Rakesh,Aman Rana,devashish,Haya","Good product,Working fine,Best hand blender,Good product,Nice product,Good Product,Nice gadget for simple use.,Defected product recieved have put it on replacement",https://www.amazon.in/Kent-KENT-Hand-Blender/dp/B07QHHCB27/ref=sr_1_142?qid=1672923597&s=kitchen&sr=1-142
"White Feather Portable Heat Sealer Mini Sealing Machine for Food Storage Vacuum Bag, Chip, Plastic, Snack Bags, Package Home Closer Storage Tool (Multicolor) Random Colour",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,₹199,₹499,60%,3.3,12,Designed with ease of use in mind - Place edge of poly or mylar bag in your sealer and slowly pull the bag through|Airtight seal - Create airtight seal and prevent your food from tasting bland and stale and lock in freshness and flavor. Also safely pack cosmetics when traveling|Professional Heat Sealer will easily reseal original plastic bags so food will stop being exposed to dust and bacteria. Store food in original packaging & help save the Earth|Professional Heat Sealer will easily reseal original plastic bags so food will stop being exposed to dust and bacteria. Store food in original packaging & help save the Earth|2 AA BATTERIES REQUIRED NOT INCLUDED,"Raj Patel,Malvika Upadhyay,Amazon Customer,Jaldeep giniya,Aarti,Poorvee Chandrakar","Very useful product and value for money,Not working,Don't buy,Valuable product,Not working useless product,Return",https://www.amazon.in/White-Feather-Portable-Sealing-Multicolor/dp/B0BMFD94VD/ref=sr_1_143?qid=1672923597&s=kitchen&sr=1-143
Crompton IHL 152 1500-Watt Immersion Water Heater with Copper Heating Element (Black),"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",₹610,₹825,26%,4.1,"13,165","PRODUCT: Crompton's shock-proof immersion water heater with fast heating|TECHNICAL SPECIFICATIONS: Wattage: 1500 W; Dimensions: 78 X 50 X 320 mm|DURABLE AND FUNCTIONAL: Copper heating element, nickel plating to resist corrosion, neon ON/ OFF lamp|DESIGN: Light weight construction and in-built water level indicator|QUALITY COMPONENTS: Bakelite body with shockproof plastic handle to ensure safety","Ashish,Veni,subbarao,srinivaas kandula,Karthik,venugopal,Swapnil,Dhinesh Sridhar","It costs Rs 500 in local electric shop,Good product 👌,It's really a good product, required a better holding to pull it back from socket,Nice and excellent quality,Easy use,Nice product,Nice Product,Plug size",https://www.amazon.in/Crompton-CG-IHL-1500-Watt-Immersion-Compatible/dp/B00HZIOGXW/ref=sr_1_144?qid=1672923597&s=kitchen&sr=1-144
"InstaCuppa Rechargeable Mini Electric Chopper - Stainless Steel Blades, One Touch Operation, for Mincing Garlic, Ginger, Onion, Vegetable, Meat, Nuts, (White, 250 ML, Pack of 1, 45 Watts)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,₹999,"₹1,499",33%,4.1,"1,646","InstaCuppa USB rechargeable electric food chopper has a long-lasting 1300 mAh lithium-ion battery and takes 3-4 hours to charge it fully. With one full charge, you can use this device up to 30 times|This mini USB chopper comes with a high-performance 45W motor and sharp stainless steel blades (3 blades). Moreover, you can quickly process most of the ingredients in 30 to 60 seconds|This mini electric chopper is extremely easy to use. Just put the ingredients in the mini food processor, place the lid, and press the ON button for a few seconds to mince the food. That's it!; Travel Friendly - this mini food chopper is compact, lightweight, and perfect for travel. You can carry this rechargeable chopper in your backpack or suitcase very easily|This USB rechargeable chopper's components are straightforward to clean. The bowl and the blades are top-rack dishwashers safe. Moreover, it is easy to assemble and dismantle this mini chopper|Material Type: Plastic","Priyanka Das,Rohini,ArunKumar,Jayanth,Sk,Avinash Bapat,Amazon Customer,Balaji","Cute n handy product for small family ☺️,Good for small items,Easy to work with,Good product.....,Very good product,Compact for travel,very good,Ok",https://www.amazon.in/InstaCuppa-Rechargeable-Mini-Electric-Chopper/dp/B09CKSYBLR/ref=sr_1_145?qid=1672923597&s=kitchen&sr=1-145
Philips PowerPro FC9352/01 Compact Bagless Vacuum Cleaner (Blue),"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|CanisterVacuums","₹8,999","₹9,995",10%,4.4,"17,994","Powercyclone 5 technology separates dust from air, Action radius: 9 m, Cord length: 6m|1900W motor for strong suction power, Sound power level: 82 dB, Airflow (max): 37 l/s, Dimensions of product (LxWxH): 410 x 281 x 247mm|Suction power (max):370W ,Input power (IEC): 1900W , Vacuum (max) :33kPa. Weight of product: 4.5 kg|Turbo Brush removes 25 percent more hairs and dust , Multiclean nozzle for thorough floor cleaning|Advanced dust container design for hygienic emptying|Activelock couplings easily adjust to every task|Soft brush integrated into handle, always ready to use","⚡ Pushpendra Singh Patel ⚡,Mukul,Sauron,Amazon Customer,Bumble Bee,Naresh,Serena A Lyngdoh,Sohail Quazi","Hassle free bagless vacuum cleaner | No more of maintaining/cleaning/replacing bags,Nice little vacuum cleaner but with a couple of drawbacks.,Simple and Effective,A,On the heavier side but satisfied with the product,Good quality, heavy noise,Great Product!,Awesome Cleaning Machine",https://www.amazon.in/Philips-PowerPro-FC9352-01-Compact/dp/B072J83V9W/ref=sr_1_146?qid=1672923597&s=kitchen&sr=1-146
"SAIELLIN Electric Lint Remover for Clothes Fabric Shaver Lint Shaver for Woolen Clothes Blanket Jackets Stainless Steel Blades, Clothes and Furniture Lint Roller for Fabrics Portable Lint Shavers (White Orange)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",₹453,₹999,55%,4.3,610,"Lint Remover for Clothes and bubble remover for clothes with a powerful motor (5W Rated Power) to work at high speed.|【Elegant & Ergonomic Design】Ergonomic design, the pilling remover for clothes has an easy-grip handle which offers users a comfortable experience.|【Easy to Use and Clean】This fabric remover shaver is corded and easy to use at anytime and anywhere. It also features a detachable collection container that can be conveniently clean at quick|Up to 7700 rounds/min blade rotation for effective removal and comes with a brush as cleaner|Easily remove fabric fluff, fuzz, bobbles, pills, burr or roye from all types of woolen and cotton garments and fabrics. It is a rua remover machine|Fabric shaver fuzz remover, small and portable, a perfect garment care tool.|Also an upgraded floating blade can effectively shave lints and burr remover protect your clothing when blade direction changes up and down, according to the size of lint","Shiv Kumar Saini,Amazon Customer,Tarun,Harish Thakkar,mukesh j.,Bhawna,Yankee Kazi,_gurnoor_00","Good one,It’s effective,Amazing product for lint removal,Must for every household,Best use,Amazing product,Good product and easy to use,Easy to use",https://www.amazon.in/SAIELLIN-Clothes-Sweater-Defuzzer-Trimmer/dp/B09MTLG4TP/ref=sr_1_147?qid=1672923597&s=kitchen&sr=1-147
"Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,"₹2,464","₹6,000",59%,4.1,"8,866","Compact and consumes less space as compared to the bulky food processors and mixers|Easy to operate, clean, detachable and easily washable parts|This complete kitchen machine offers all-in-one solution and performs four functions - those of a mixer, grinder, juicer and chopper|Blender for fresh and healthy vegetables or fruit juices in seconds and grinder for dry spices and chutney","gowtham saran,Nanu prinu,Roopali tiwari,Vipul Hulekal,Pooja Sharma,Anurag s.,Priya,Lakshmi","Worth for money and best customer service.,Good buy,Helpful.. customer care amazing,Good performance with less space,Best suited for bachelors,Best mixer grinder for small daily kitchen requirement..,Happy with cookwell☺,Nice product",https://www.amazon.in/Cookwell-Bullet-Mixer-Grinder-Silver/dp/B097XJQZ8H/ref=sr_1_148?qid=1672923597&s=kitchen&sr=1-148
"Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans - 1.8 Liters, White",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,"₹2,719","₹3,945",31%,3.7,"13,406","Content: Prestige Delight Electric Rice Cooker (1.8 Open Type with Aluminium Cooking Pan-2U)|Net Quantity: 1 Unit.Voltage : 230 V|Voltage: 230V; Wattage: 700W|Warranty: 1 Year|Troubleshooting guidelines: Do not wash the main body of cooker or immerse it in water. Its electrical insulation may get damaged. Read user manual carefully before use|Capacity - Cooks upto 1000g of raw rice|Great features - Stainless steel close fit lid with keep warm mode, 5 year warranty on the heating plate, detachable power cord","Rakesh,revathireddy,Pyarasani Sai Kumar,ARD,Venkatesh,Prathyusha,Rajesh,Neema kumari","Totally simple and good product,Good,Normal,Rice cooker is good,Excellent product,Gud product,Power,Good product",https://www.amazon.in/Prestige-PRWO-1-8-2-700-Watts-Aluminium/dp/B00935MD1C/ref=sr_1_149?qid=1672923597&s=kitchen&sr=1-149
"Swiffer Instant Electric Water Heater Faucet Tap Home-Kitchen Instantaneous Water Heater Tank less for Tap, LED Electric Head Water Heaters Tail Gallon Comfort(3000W) ((Pack of 1))","Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters","₹1,439","₹1,999",28%,4.8,"53,803","✔Quick Electric Hot Water Tap Heating tube: high-purity copper liner heating element Rated voltage: 220V/50HZ Rated Power: 3000W|✔When you receive Swiffer Water tankless instant electric tap water heater, please do not test it in your hands, you need install it well and then test, or it will be dangerous. Please operate it according to the instructions.|✔Support and well-being of dual-use electric faucet, while heated, the water, the lower the temperature, whereas the smaller the flow, the higher the temperature.|✔Power unified are the 3000-watt, 5 seconds fast heat! Your hands won't feel cold when washing dishes or doing the laundry or washing vegetables. Of course, washing face and brushing teeth with warm water every morning are great enjoyments.|✔Your hands won't feel cold when washing dishes or doing the laundry. Of course,washing face and brushing teeth with warm water every morning are great enjoyments.|✔When you receive the water heater, please do not test it in your hands, you need install it well and then test, or it will be dangerous. Please operate it according to the instructions.|100% Brand New And High Quality ! Surface Treatment: Polished, Installation Type: Deck Mounted, Number of Handles: Single Handle|Temperature Mode of Water Heater - The tankless water heater electric heats the flow passing through it to a +60 degrees Celsius temperature. It takes at least 5 seconds to heat the water. The heated water temperature is from 30 to 40 degrees in winter and from 30 to 60 degrees in summer.","Yogita g.,Amazon Customer,Mimsy","Best Product,It’s expansive but it works well upto 800sqft area,Great product",https://www.amazon.in/Swiffer-Instant-Electric-Home-Kitchen-Instantaneous/dp/B0BR4F878Q/ref=sr_1_150?qid=1672923597&s=kitchen&sr=1-150
"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine for Kitchen with 4000 mAh Rechargeable Battery, 230 Watt Motor, 500 ML",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,"₹2,799","₹3,499",20%,4.5,546,"Blends Fast and Quick: Our personal blender is powered with a 230 Watt motor and fitted with 304 stainless steel blades so you can blend your shakes, smoothies, crush ice and anything else in seconds|Durable and Wireless: Built with a 4000 mAh rechargeable battery, our portable blender has a long battery life and can be charged by any device that has a USB port. USB-C Type Charging cable included|Lightweight and Portable: Blend anywhere at any time with our smoothie blender that can be easily stowed and used in places like your office and gym or while you're camping and traveling|Versatile and Multi-Purpose: Perfect for making anything from protein shakes to smoothies to milkshakes and even baby food - our rechargeable blender makes drink preparation effortless and fun|Hassle-Free Cleaning: With a cup that detaches easily, cleaning is a breeze with our USB blender - you can also just add water and soap to the blender and run it a few times to clean it thoroughly","santosh,Dhaya sekar,JS Bhuvaneshwari,BLS,Ash,Pradyumna Mogre,AVINASH  INDURE,Dhaya Cj","Bottom Lid should have provided,Good product... Compact.... Battery has less strength....,Easy to use, to carry and quality 👌,Good for smoothies..,Nice one,Worth it for a person living in PG.,Good,Ok for the Price. Not something perfect",https://www.amazon.in/InstaCuppa-Portable-Smoothie-Crushing-Rechargeable/dp/B0B3G5XZN5/ref=sr_1_148?qid=1672923598&s=kitchen&sr=1-148
"Lifelong LLWH106 Flash 3 Litres Instant Water Heater for Home Use, 8 Bar Pressure,Power On/Off Indicator and Advanced Safety, (3000W, ISI Certified, 2 Years Warranty)","Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters","₹2,088","₹5,550",62%,4,"5,292","8 bar pressure rated: High pressure withstanding enabling to use in high-rise buildings, ISI Certified|The high density and thick PUF ensures retention of internal heat and temperature, resulting in better energy efficiency and reduced electricity bills|Thermoplastic outer body prevents rusting and corrosion|Neon indicator for power on and heating - gives status of water heating and readiness|Thermostat and cut-out conforms to international standards, ensuring enhanced safety","Shreya Saxena,Asish Kumar Saha,Nikhil Kumar,Dilip,Abhishek Mittal,Prasant Kumar Panigrahi,Vicky Sankhla,Manish K Gupta","No Inlet and Outlet Pipe + Installation is Chargeable,Budget friendly & easy to use,GOOD FOR KITCHEN,Life long geyser is realy life long,Good Product,It is very small size but works very well.  It provides hot water in 2min which is amazing.,Value for money,Good geyser in price range, but little power hungry item",https://www.amazon.in/Lifelong-Flash-Instant-Heater-Certified/dp/B07WKB69RS/ref=sr_1_149?qid=1672923598&s=kitchen&sr=1-149
"Hindware Atlantic Compacto 3 Litre Instant water heater with Stainless Steel Tank, Robust Construction, Pressure Relief Valve And I-thermostat Feature (White And Grey)","Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters","₹2,399","₹4,590",48%,4.1,444,Stainless Steel Tank|Copper Heating element|ISI Certified|Class 1 Working Pressure|Superior Safety,"Vikram Chesetty,SUBHENDU KUMAR PATTNAIK,Atish Biswas,utkarsh tripathi,Kavithaprakash,sanjay tiwari,arul,Anand Kumar Aketi","Good heater, and delivery and installation was easy,Good but comes without Plug,Nice,Bestbest,Good,Good product,Ok,Good",https://www.amazon.in/Hindware-Atlantic-Compacto-Instant-HI03PDW30/dp/B09DL9978Y/ref=sr_1_151?qid=1672923598&s=kitchen&sr=1-151
ATOM Selves-MH 200 GM Digital Pocket Scale,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,₹308,₹499,38%,3.9,"4,584",Auto Calibration|Tare Full Capacity|Auto Off: 30 Seconds Off|2AAA Battery Included,"kanwar Singh,Vipul,Bsanju,Chiranjeevi,S,Devang.Gadgil,Nilesh Kumar Dev,Rafik","OK Product.,Good & accurate,Not working inaccuracy,Ok for approximate weight estimation,Stopped working,Works just fine,but needs to be handled very carefully,Cheap qulity but accurate,Good Product",https://www.amazon.in/Atom-Selves-A100-Digital-Pocket-Silver/dp/B06XMZV7RH/ref=sr_1_152?qid=1672923598&s=kitchen&sr=1-152
Crompton InstaBliss 3-L Instant Water Heater (Geyser) with Advanced 4 Level Safety,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters","₹2,599","₹4,400",41%,4.1,"14,947","PRODUCT: Crompton's instant water heater with fast heating function|TECHNICAL SPECIFICATIONS: Wattage: 3000W; Capacity: 3L; Pressure 6.5 bar|WARRANTY: 5 year warranty on Tank, 2 year warranty on Element and 2 year warranty on Product provided by Crompton from date of purchase|4 LEVEL SAFETY: Steam Thermostat, automatic thermal cut-out, pressure release valve and a fusible plug to ensure complete safety.|ANTI-RUST: Rust free PP body along with a weldless tank design that enhances resistance to corrosion and ensures long life","Rahul,Calorie HNT Pvt Ltd,Ankit Shah,Santwana Bania,Anupam,Madhu R,ANANTHA RAMULU KASIBOINA,Uttam","Cute design,worth buying.,Not good for bathing bucket,I bought it recently. Only using it for 3 days . Its okay till now, heating properly.. Good product.,More useful for kitchen use,Good one,Good product,Nice product easy to install and easy to operate",https://www.amazon.in/Crompton-InstaBliss-Instant-Heater-Advanced/dp/B09WMTJPG7/ref=sr_1_153?qid=1672923598&s=kitchen&sr=1-153
"Croma 1100 W Dry Iron with Weilburger Dual Soleplate Coating (CRSHAH702SIR11, White)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",₹479,"₹1,000",52%,4.2,"1,559",Powerful heating element|Non-stick coated soleplate for smooth gliding & scratch protection|Convenient 360degree swivel cord|In-built thermal fuse for overheat protection|Adjustable thermostat setting suitable for different fabric|Cool touch body with comfortable grip|Even heat distribution over its soleplate|Warranty : 2 years warranty from the date of purchase,"Rohan Bhosale,Shaileshmhatre,GIRISH RAYBA PATIL,Muthuraj Kaleeshwaren,Subha karmakar,MK,ganesh prasad,UDAY","Nice,Nice buy,Good,Very nice,Good 😊,Value for money,Good,Get heat very fast but cold very fast",https://www.amazon.in/Croma-Weilburger-Soleplate-Coating-CRSHAH702SIR11/dp/B09ZK6THRR/ref=sr_1_154?qid=1672923598&s=kitchen&sr=1-154
"Lint Roller with 40 Paper Sheets, 22 x 5 cm (Grey)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",₹245,₹299,18%,4.1,"1,660",This product will be an excellent pick for you|This product comes in a proper packaging|It ensures you get the best usage for a longer period|It is made up of premium quality material,"Durga Prasadu,Anindita,Amazon Customer,Sindhu,Amazon Customer,Alan,Amazon Customer,A. Kumar","Nice product,Removes the lightest of lint,Very good,Product is good but price is high,very very god product,Super,Good...,Amazing product",https://www.amazon.in/Ikea-Lint-Roller-Paper-Sheets/dp/B07MP21WJD/ref=sr_1_156_mod_primary_new?qid=1672923598&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-156
"Portable Lint Remover Pet Fur Remover Clothes Fuzz Remover Pet Hairball Quick Epilator Shaver Removing Dust Pet Hair from Clothing Furniture Perfect for Clothing,Furniture,Couch,Carpet (Standard)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",₹179,₹799,78%,3.5,132,"Warm Advice: Not suitable for thin knitted fabrics, such as shirt, sweater, pants. When using your fuzz remover, please use it a little lightly.|Battery-free: This lint shaver doesn't need any batteries, so you can use it to remove lint and fuzz at any time and any place.|Double-side Use: Pure copper can quickly remove fur balls, lint, hairs and round brush can easily smooth fur coat.|Material: Lint brush is made of pure copper head and smooth plastic handle, which makes it using much longer.|Multifunction: Great lint removers for cleaning your clothing, bedding, furniture, carpet, pet hair and car upholstery.","Priya Tewari,Siddharth,Amazon Customer,Amazon customer,Renji,Pikapi,Anand,Abdul Samad Khan","Cannot extract small hair and takes lot of time,It's okay,Quality is not so good,Nice low range idea,Can be used only on velvet type material,below average,Wow. The first pet hair remover that actually works.,It works are advertised",https://www.amazon.in/Portable-Hairball-Epilator-Removing-Furniture/dp/B09XB1R2F3/ref=sr_1_157?qid=1672923598&s=kitchen&sr=1-157
atomberg Renesa 1200mm BLDC Motor with Remote 3 Blade Energy Saving Ceiling Fan (Matt Black),"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans","₹3,569","₹5,190",31%,4.3,"28,629","SUPER ENERGY EFFICIENT BLDC MOTOR: Consumes only 28W(at speed 5). Save up to Rs 1500 every year on your electricity bill. Runs 3 times longer on an inverter battery as compared to an ordinary fan.|INVERTER STABILIZATION TECHNOLOGY: Runs consistently at the same speed even with fluctuating input voltage between 140-285V.|HIGH SPEED & AIRFLOW: Powered by the atomSENSE algorithm, the Renesa operates at speeds upto 360 RPM and delivers air at the rate of 235 CMM.|SMART REMOTE: 3 smart features - Boost mode, timer and sleep mode to provide you the best experience. Change the speed of the fan at the click of a button, NO REGULATOR REQUIRED.|2+1 YEAR ON-SITE WARRANTY: Atomberg Renesa comes with a standard two years warranty. Additional one year warranty can be availed by registering your purchase on the Atomberg website.","Vayun,Vidhate Jitendra Gangadhar,sambasiva rao,Kalpesh,Kishore,PRIYESH,Jalaj Khajotia,Sk nagourbie","They will charge you an additional ₹300/- for installation.,Good,yes,Er hardik trivedi,Noise problem due to magnets inside,Good,Easy to install like normal one,Ok 👍👍👍 ok",https://www.amazon.in/Atomberg-Renesa-Motor-Remote-Ceiling/dp/B08Y5QJXSR/ref=sr_1_158?qid=1672923598&s=kitchen&sr=1-158
"Pigeon by Stovekraft Amaze Plus Electric Kettle (14313) with Stainless Steel Body, 1.8 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,₹699,"₹1,345",48%,3.9,"8,446","CLASSIC DESIGN : The classical mirror polish of the appearance makes your electric kettle 1.8 Litre unique and aesthetic, which can match any type of kitchen design and 360° swivel base is connected with standard power cord for safe usage and convenient storage|CORDLESS POURING: The electric kettle 1.8 Litre can be easily lifts from its swivel base for easy filling at the sink and graceful serving without the hassle of a power cord; it can also be returned to its power source from any direction, great for right and left-handed users.|CONVENIENT : The cordless & BPA-Free electric kettle 1.8 Litre makes a striking presence on any kitchen counter or buffet in preparing and serving and it is easy for storage|FAST BOIL : This 1500 Watt electric kettle 1.8 litre has concealed heating elements and can boil up to 1.8 litres of water in 5 to 7 minutes, quicker and safer. Start your day with a cup of instant lemon tea, green tea, hot water.|EASY CLEAN : Use white vinegar, baking soda, water, cleaning bottle brush and microfiber cloth to clean your electric kettle 1.8 litre and keep it looking new.|Warranty: 1 Year Warrany from the Manufacturer on Manufacturing Defects|Water Level Indicator: No; Colour: Silver; Capacity: 1.5 Litre|Customer Care no: 080-26985800","R.Ravinder,Tejinder,Santosh dixit,Raju Prasad,Rajendra Kumar chandra,Sekhar Reddy,Fatima Sayyed,Selvaraj Duraisamy","Useful,Not value for money,कीमत के हिसाब से बेहतर वस्तु है,Good product,Average,Very Good,After sell service,Good",https://www.amazon.in/Pigeon-stovekraft-Amaze-Plus-1-8/dp/B07WJXCTG9/ref=sr_1_159?qid=1672923598&s=kitchen&sr=1-159
